director_name,no_of_fb_likes,total_profit,total_imdb_score
David Cronenberg,0.0,0.33510924128648234,7.114285714285714
James Manera,0.0,0.166042,4.4
Joshua Oppenheimer,50.0,0.484221,8.2
Shane Carruth,291.0,60.68,7.0
Daniel Algrant,3.0,0.005544181818181818,5.5
Oliver Stone,0.0,2.8763255427067214,6.95
U. Roberto Romano,6.0,0.004008928571428571,7.2
Robert Luketic,126.0,2.1087152768274855,6.0
Erik Canuel,31.0,0.0,7.0
Mark Piznarski,4.0,0.6996098,5.1
Don Kempf,0.0,0.0,7.5
Simon West,165.0,1.0521112454725128,6.025
Harmony Korine,520.0,2.8247546,5.3
Stéphane Aubier,2.0,0.007441875,7.9
David M. Matthews,8.0,0.0,3.5
Shane Acker,30.0,1.0581110666666667,7.1
Rajkumar Hirani,124.0,0.0,8.2
Scott Alexander,25.0,0.698268,5.7
Daniel Schechter,8.0,0.0,6.3
Ivan Kavanagh,18.0,0.0,6.7
John Carpenter,0.0,40.28914916858974,6.915384615384615
Michael Dougherty,66.0,2.839502,6.2
Mort Nathan,2.0,0.4293188,4.9
Karim Aïnouz,19.0,0.0050655,6.1
George Jackson,0.0,3.856247,5.1
Deborah Anderson,4.0,0.0,5.3
Anthony Mann,75.0,0.0,6.7
Je-kyu Kang,16.0,0.08673328125,8.1
Andy Fickman,99.0,2.2632354482556334,5.766666666666667
Dinesh D'Souza,67.0,13.3399796,5.1
Francesca Gregorini,15.0,0.0016683333333333333,5.9
Sidney J. Furie,22.0,0.9224129411764705,3.6
David Gordon Green,234.0,1.2483497182427685,6.574999999999999
Trent Cooper,0.0,3.91391625,3.1
Jerry Jameson,5.0,0.7366392222222222,5.0
Christophe Gans,50.0,0.93965264,6.6
Andrés Couturier,0.0,0.0,4.4
E.L. Katz,3.0,0.296895,6.8
Shyam Madiraju,0.0,0.0,4.8
Terrence Malick,0.0,0.3847978409054487,7.25
Mabrouk El Mechri,19.0,0.18745305,4.9
Larry Blamire,56.0,2.7634,7.0
Wallace Wolodarsky,32.0,0.8498971666666667,5.4
John 'Bud' Cardos,8.0,34.0,5.9
Marcus Raboy,7.0,0.824592825,5.5
Christopher Leitch,4.0,2.6295676666666665,3.2
Craig R. Baxley,22.0,1.7200554537815125,5.550000000000001
Tim Johnson,12.0,1.469678076388889,6.725
Damien Dante Wayans,82.0,1.02463168,3.5
Martin Ritt,58.0,0.0,7.4
Thomas Bezucha,15.0,0.7577696044117648,6.05
Romesh Sharma,0.0,0.0018474142857142857,5.1
Fenton Bailey,13.0,0.19307175,6.55
Alejandro Agresti,18.0,1.308024475,6.8
Karey Kirkpatrick,11.0,0.29252018181818185,5.6
Dewey Nicks,4.0,0.43765854545454547,5.3
Guy Maddin,126.0,0.024786875,7.0
Tommy Lee Jones,0.0,0.24334509375,7.05
Maggie Greenwald,9.0,1.6949633333333334,7.3
Ed Decter,13.0,2.228629769230769,5.9
Jonathan Caouette,20.0,2715.6605504587155,7.2
David Moreau,0.0,2.616458166666667,5.4
David Soren,13.0,0.6149992592592592,6.5
Don Bluth,383.0,1.772248,7.0
Morten Tyldum,77.0,3.2740859542668552,7.85
Richard Curtis,628.0,0.8645902129629629,7.633333333333334
Hayley Cloake,0.0,0.0,4.3
Eric Styles,4.0,0.00384,6.4
Frank Perry,24.0,0.0,6.7
Mike Hodges,24.0,0.0,6.4
Leos Carax,227.0,0.0,7.1
Youssef Delara,8.0,3.3177786885245903,5.45
Jerry Rees,115.0,0.0,7.3
Ron Fricke,330.0,0.65046175,8.5
Kenneth Branagh,0.0,1.1913711884925275,7.166666666666667
John Badham,139.0,6.6306666666666665,7.1
Tom Vaughan,12.0,1.3380177705069125,6.3
Burr Steers,23.0,1.2062157279220778,6.425
Emily Young,6.0,0.0,6.5
William Arntz,0.0,0.0,5.4
Dena Seidel,0.0,0.03276,7.0
Simon Napier-Bell,0.0,0.0,7.4
Luke Dye,0.0,0.0,5.2
John Polson,21.0,2.531858674509804,5.45
Richard Brooks,174.0,0.0,7.8
Joss Whedon,0.0,2.03388561775,7.925
Darin Scott,39.0,0.0,4.8
Pawel Pawlikowski,84.0,0.29183470588235294,7.1
Jirí Menzel,44.0,0.0073087981053878035,7.4
John Guillermin,71.0,0.0,4.8
Rebecca Miller,58.0,0.47486266666666666,6.7
Lee Unkrich,125.0,2.074922485,8.3
John Huston,1000.0,0.0,7.4
David G. Evans,0.0,12.141205,6.4
Doug Liman,218.0,4.376736101110638,7.128571428571427
Stephen Frears,350.0,1.529275795272821,7.127272727272728
Jean-Jacques Annaud,218.0,0.4037196683201658,7.275
Goran Dukic,21.0,0.104077,7.4
Edward Hall,0.0,0.0,7.2
Ken Del Conte,2.0,0.0,4.3
Ari Sandel,17.0,4.0021004705882355,6.5
Marc Schölermann,3.0,0.01358275,6.0
Sherman Alexie,18.0,0.87341,6.9
Michael Tollin,19.0,1.0364372584033612,5.9
Byron Howard,59.0,0.7603571933333333,6.9
Mike Nichols,0.0,0.6335572742151675,6.683333333333334
Florent-Emilio Siri,17.0,0.6660854423076923,6.6
Paul Hunter,13.0,0.4427016923076923,5.5
Ringo Lam,17.0,0.56381212,5.4
John McNaughton,39.0,1.4876972,6.5
Gavin Wiesen,19.0,0.0,6.6
Frank Nissen,0.0,0.9040813,6.4
Joel Coen,0.0,0.8983618942307692,7.3999999999999995
Adam Marcus,18.0,6.3740272,4.3
John A. Davis,8.0,1.6300140566666665,5.95
Nick Love,63.0,0.004390833333333333,5.5
Eugène Lourié,7.0,23.80952380952381,6.7
Russell Friedenberg,9.0,0.0,3.6
Ryûhei Kitamura,129.0,0.0049032,6.1
Anton Corbijn,210.0,1.040881575925926,6.933333333333334
Michael Lembeck,54.0,1.36157245,5.9
Dominic Sena,57.0,0.764974822685185,6.166666666666667
Dan Gilroy,66.0,3.797641764705882,7.9
Charles T. Kanganis,18.0,0.5892,4.3
David Duchovny,0.0,0.06184683333333333,7.0
Jonathan Lynn,36.0,1.9979539104020978,6.699999999999999
Chris Marker,121.0,0.0,7.4
Kirsten Sheridan,59.0,1.0551697,7.5
Louis Morneau,38.0,1.5615044615384615,3.6
Enrique Begne,0.0,1.0350896666666667,5.0
Conor McMahon,5.0,0.0,5.7
Thorbjørn Christoffersen,0.0,0.0,5.7
Gary Chapman,2.0,0.5556422285714285,5.6
Rick Friedberg,8.0,1.4947799444444445,5.3
Alessandro Carloni,5.0,0.9898169862068965,7.2
Jafar Panahi,397.0,67.378,7.5
Mike Marvin,28.0,1.2962962962962963,5.9
Jay Roach,116.0,2.56489381152774,6.487500000000001
Daniel Espinosa,79.0,0.5027454294117647,6.633333333333333
David F. Sandberg,26.0,11.537962448979592,6.9
Kevin Donovan,11.0,0.8364863166666666,5.3
David Gelb,26.0,7.817891818181818,5.2
Michael Patrick King,127.0,0.95328937,4.3
Marilyn Agrelo,2.0,0.0,7.5
Sut Jhally,3.0,0.0,8.3
Tim Hunter,28.0,2.4210526315789473,7.1
Jessie Nelson,24.0,1.6883204077540106,6.65
Richard Fleischer,130.0,0.40933333333333327,6.540000000000001
Ralph Nelson,17.0,0.0,7.1
Garry Marshall,0.0,3.126687353380977,5.949999999999999
Atom Egoyan,460.0,0.6236403678787878,6.883333333333334
Michael Tiddes,89.0,7.56010985,4.433333333333333
Christian Carion,13.0,0.0477475,7.8
Cédric Klapisch,82.0,3.121635471698113,7.1
Phil Claydon,6.0,0.0,5.2
Brandon Landers,8.0,0.0,3.0
Robert Sarkies,0.0,0.0,7.3
Beto Gómez,5.0,0.0,6.0
Luc Jacquet,10.0,9.676627125,7.6
Derick Martini,20000.0,0.0,4.5
Lance Hool,0.0,0.020203612334801762,6.2
Dror Moreh,4.0,0.0,7.6
Rodrigo García,127.0,0.30346435654145076,6.95
Steven Shainberg,30.0,0.5124169464285715,6.8
Janusz Kaminski,710.0,0.5992727142857143,4.8
Ash Baron-Cohen,3.0,0.0,6.4
Martin Campbell,258.0,0.9195827475741021,6.711111111111112
Scott Walker,17.0,0.0,6.4
Aleksandr Veledinskiy,0.0,0.0,7.5
Florence Ayisi,0.0,0.0,7.5
Joseph Sargent,114.0,0.9027396956521739,2.8
Garth Jennings,37.0,1.02038224,6.8
Gil Junger,19.0,1.527231435,6.0
Danny Pang,15.0,0.190996,5.550000000000001
Deb Hagan,0.0,0.7221413846153846,4.6
Jaime Zevallos,228.0,0.0,7.6
Roland Joffé,596.0,0.05941938888888888,5.0
David Raynr,9.0,2.325680088888889,5.366666666666667
Frédéric Forestier,0.0,0.0,5.1
Leigh Whannell,482.0,5.2200504,6.1
Clint Eastwood,16000.0,2.18449542125582,7.225
Rian Johnson,0.0,1.1957959249999999,7.15
Zoran Lisinac,0.0,0.0,7.1
Des McAnuff,5.0,0.3421132894736842,4.1
Cyrus Nowrasteh,19.0,0.34932843243243245,5.4
Jennifer Flackett,3.0,1.297473054054054,6.0
Joon-ho Bong,584.0,0.05829200783286791,7.0
Lionel C. Martin,3.0,0.0,5.3
Kevin Munroe,14.0,0.8256514382352941,5.699999999999999
Roger Donaldson,79.0,0.9204381374302135,6.7714285714285705
Luc Besson,0.0,0.8118152883231385,6.6
Maryam Keshavarz,32.0,0.0,5.9
Christian Sesma,9.0,0.0,3.9
Peter H. Hunt,0.0,0.0,7.6
Marc Bennett,3.0,0.0,6.7
Andrey Konchalovskiy,96.0,0.5775006232323232,5.35
Lewis Gilbert,43.0,3.2412722983930418,6.766666666666666
Ed Harris,0.0,0.7164095,6.9
Charles Binamé,2.0,0.0,7.7
Tim Fywell,3.0,0.0,6.0
Charles Matthau,139.0,0.0,6.5
Roland Suso Richter,3.0,0.0,6.1
Vondie Curtis-Hall,170.0,0.19424418181818182,2.1
Norman Ferguson,3.0,32.42307692307692,7.5
Brenton Spencer,0.0,0.0,3.8
Tanner Beard,531.0,0.0,4.4
Luca Guadagnino,64.0,0.5004648,7.0
Mark Brown,7.0,1.8837790833333332,5.199999999999999
Joshua Seftel,0.0,0.0578527,5.7
Wally Pfister,0.0,0.23014504,6.3
Richard Williams,18.0,0.023902714285714284,7.2
Troy Nixey,24.0,0.9616996,5.6
Mathieu Kassovitz,326.0,0.90579155,5.699999999999999
Matthew Diamond,12.0,0.05321385,6.7
Pan Nalin,95.0,0.028153333333333332,7.3
Tony Goldwyn,956.0,0.7636617437888199,6.35
Walter Murch,181.0,0.0,6.7
Ryan Little,38.0,1.6798333333333333,6.8
Audrey Wells,22.0,2.422306,6.7
Mervyn LeRoy,54.0,0.0,7.2
Amy Heckerling,143.0,1.3731710541666666,6.1
Alejandro Monteverde,38.0,1.3890302477272727,7.4
Joey Lauren Adams,781.0,0.019593333333333334,6.2
Kelly Reichardt,129.0,1.711961111111111,6.766666666666666
Les Mayfield,10.0,0.649597342027972,5.5
Troy Miller,14.0,1.3735044210526315,3.4
Ellory Elkayem,11.0,0.5755501666666667,5.4
Roland Emmerich,776.0,1.088305414435606,6.1875
Michael Dinner,12.0,0.5660544782608695,5.6
Chad Hartigan,3.0,0.0,6.6
Mark Waters,70.0,2.1512012104499285,6.3
Roger Avary,675.0,0.95537125,6.6
W.D. Hogan,4.0,0.0,3.4
Jeff Tremaine,79.0,6.378345570833334,6.85
J.A. Bayona,171.0,1.2638907908496733,7.55
Walter Hill,394.0,0.25277908111888114,5.925000000000001
Jane Clark,23.0,0.0,5.2
Jeremy Leven,19.0,0.888,6.8
Mark Steven Johnson,160.0,0.8305868363636364,6.050000000000001
Lluís Quílez,0.0,0.0,4.7
Gareth Evans,338.0,3.73193,7.6
Julio DePietro,0.0,0.012562875,5.9
Mike Bruce,6.0,8.1256,4.1
Jonathan Meyers,0.0,0.0,5.3
Clare Kilner,6.0,1.4937345208333332,5.9
Christopher Erskin,4.0,2.598293,4.3
Peter Hewitt,12.0,1.2896424240763547,5.3
Andrew Stanton,475.0,1.8573003995136048,7.733333333333333
Reinhard Klooss,7.0,0.0,4.9
Khyentse Norbu,28.0,0.28071944444444447,7.5
Michael Anderson,23.0,2.7777777777777777,6.8
Benjamin Dickinson,4.0,0.06248,5.5
Chris Atkins,2.0,0.0,7.4
Charles Adelman,0.0,0.0,4.8
Thomas L. Phillips,120.0,0.0,5.4
Rupert Sanders,274.0,0.9124224411764705,6.1
Jessica Bendinger,31.0,0.0,6.4
Blair Hayes,2.0,0.3847930769230769,5.6
Lone Scherfig,92.0,1.856057688888889,7.15
Robert Bennett,15.0,0.0,2.8
David Leland,2.0,0.0,5.55
Paul King,17.0,1.3843182727272727,7.2
David Carson,18.0,2.161967657142857,6.6
Penny Marshall,545.0,2.5755946934027776,6.750000000000001
Duncan Tucker,2.0,9.013113,7.4
Roger Allers,28.0,5.193500804575163,7.35
Richard Ayoade,0.0,0.0,7.3
Chris Carter,251.0,0.6993877666666667,5.9
Robert B. Weide,53.0,0.10279974074074075,6.5
Josh Schwartz,90.0,0.6716007142857143,5.4
Will Gluck,87.0,3.405419707692308,6.3
Brian Percival,33.0,1.1306923157894737,7.6
Michael Moore,909.0,11.633006606481482,7.283333333333332
Michael Schultz,78.0,1.0999999999999999,6.8
Jason Connery,110.0,0.0,3.8
Lloyd Kaufman,365.0,0.046,6.2
David Hunt,0.0,0.0,6.3
Don Siegel,152.0,4.5625,7.6
Antony Hoffman,14.0,0.24961778571428572,5.7
Anthony Silverston,0.0,0.0,5.8
Steven Soderbergh,0.0,3.4237502339684256,6.70625
Shane Dawson,247.0,0.05948,5.1
Matt Cimber,32.0,0.0,4.5
Maggie Carey,38.0,2.298226,5.8
Stanley Kramer,176.0,2.4627659574468086,7.95
Christopher Smith,76.0,0.0136432,6.75
Greg Mottola,99.0,2.3358153083333333,7.133333333333333
Wil Shriner,6.0,0.5386744,5.6
Jeannot Szwarc,82.0,2.5730594,6.5
Bill Duke,1000.0,1.32159275,6.1
Charles Martin Smith,188.0,3.7768949987487495,6.133333333333333
Antonio Banderas,0.0,0.13028013333333333,6.3
Sharon Greytak,0.0,0.0,8.1
Philip Kaufman,133.0,0.6596620740740741,7.65
Nat Faxon,214.0,4.3002196,7.4
Tim Story,167.0,4.208735429273505,6.05
Damon Santostefano,4.0,0.52720715,6.1
James Bridges,21.0,0.64472308,5.6
Nicolas Winding Refn,0.0,0.6723282794642857,6.9
Tom Hooper,0.0,3.912306855737705,7.733333333333333
Howard Hughes,177.0,0.0,7.8
Gregory Nava,16.0,1.7711414,6.7
Thea Sharrock,17.0,2.8077047,7.6
Tom Sanchez,0.0,0.003191666666666667,7.2
Matthew Vaughn,905.0,0.9122372392113095,7.65
Brian A Miller,32.0,0.0,4.6
Jerry Zaks,4.0,0.5557612173913044,6.7
Harry F. Millarde,0.0,30.0,4.8
Mel Gibson,0.0,0.7793797749999999,7.766666666666666
Doug Walker,131.0,0.0,7.1
Chris Butler,28.0,0.9332426166666666,7.0
Drew Barrymore,0.0,0.8689611333333334,6.9
William A. Graham,8.0,0.25525945454545457,5.1
Shana Feste,19.0,0.8456422166666666,6.433333333333334
Jon M. Chu,209.0,2.2422881492010402,5.34
Kevin Jordan,4.0,6.930825,7.6
Stephan Elliott,11.0,0.5486334666666667,5.800000000000001
Wes Ball,47.0,2.1756528264223722,6.6
J. Lee Thompson,88.0,0.0,5.8
DJ Pooh,69.0,2.080581583333333,4.3
Jason Zada,4.0,2.6583369,4.8
Ben Stiller,0.0,1.0633501224106134,6.340000000000001
Rich Moore,66.0,1.1479556181818182,7.8
John H. Lee,32.0,0.0025088748019017433,6.8
Robert Wise,338.0,7.418536596980256,7.2
Barry Sonnenfeld,188.0,1.5936371830299125,6.457142857142856
Mitchell Lichtenstein,53.0,0.0,5.4
Andrzej Bartkowiak,43.0,1.1827425934545452,5.26
Paul Weiland,10.0,1.15031835,5.8
Michael Caton-Jones,105.0,0.6253086029761905,5.9
Travis Romero,4.0,0.0,3.9
S.R. Bindler,0.0,0.006082833333333333,4.7
Bruce Dellis,0.0,0.008226666666666667,4.8
Terence Young,92.0,8.518265530303031,6.125
Jerry Dugan,3.0,0.0,3.4
Avi Nesher,6.0,0.0,5.5
Nicholas Hytner,13.0,1.4159793592592596,6.533333333333334
Andrew Davis,99.0,2.1068608956283423,6.5
Christopher Morris,69.0,0.0,7.3
Damir Catic,2.0,0.0,5.4
Rachel Talalay,54.0,2.1325980129411763,5.050000000000001
Gabor Csupo,47.0,4.837302294117647,7.2
Mark Osborne,54.0,0.8366883983137553,7.699999999999999
Scott Hicks,96.0,2.329539994000745,6.840000000000001
Lucky McKee,75.0,0.29108,6.7
Katherine Dieckmann,8.0,0.01858,4.7
Marc Lawrence,30.0,0.6883771444444444,5.766666666666667
Taedong Park,0.0,0.0,4.8
Piyush Dinker Pandya,0.0,3.61134,6.7
Mel Stuart,21.0,0.0,7.8
Peter Care,0.0,0.14827366666666666,7.1
Russell Crowe,0.0,0.1862457777777778,7.1
Chao-Bin Su,2.0,0.0,6.9
Patrick Stettner,5.0,0.9782275,6.15
Robert C. Cooper,49.0,0.0,7.4
John Milius,468.0,1.0433840857142858,6.475
Lynn Shelton,100.0,12.589696,6.7
Bobby Roth,40.0,0.0,5.0
David Boyd,29.0,2.3832958333333334,6.0
Carl Theodor Dreyer,147.0,0.0,8.1
Michael Wadleigh,14.0,22.166666666666668,8.1
Steve Antin,59.0,0.7171028181818182,6.4
Richard Benjamin,121.0,0.3926110666666667,4.733333333333333
Judd Apatow,0.0,2.9845336623443224,6.6
Michael Chapman,70.0,0.1302488,5.3
Jerry Belson,3.0,0.0,6.2
Aleksey German,23.0,0.0,6.7
Bibo Bergeron,10.0,0.8927528264327487,6.566666666666666
Andrew Dominik,181.0,0.5630353666666666,6.85
Tom Reeve,0.0,0.0,5.7
Vidhu Vinod Chopra,34.0,0.0,5.7
Pascal Arnold,0.0,0.013167857142857143,5.8
Jaume Collet-Serra,174.0,1.4698534407352941,6.474999999999999
Jody Hill,62.0,1.3329780555555555,5.8
Patricia Cardoso,15.0,0.9741548333333333,6.65
Rob Marshall,252.0,1.6467650395294118,6.6
Don Scardino,35.0,0.7508640333333333,5.9
Kundan Shah,4.0,0.0,2.8
Victor Salva,108.0,1.973273974509804,6.333333333333333
Terron R. Parsons,9.0,0.0,3.4
Jamaa Fanaka,9.0,0.0,5.8
Wayne Beach,7.0,0.07620625806451613,5.9
Joshua Logan,32.0,0.0,6.7
Clark Gregg,0.0,0.9755216666666666,6.5
Siddiq Barmak,6.0,24.507195652173912,7.4
Jonas Elmer,3.0,2.0874605,5.6
Jon Cassar,78.0,0.0,6.3
Vera Farmiga,0.0,0.0,6.3
Peyton Reed,235.0,2.9748109575549453,6.475
Peter Medak,34.0,0.2848334782608696,6.6
Hsiao-Hsien Hou,141.0,0.04090373333333333,6.4
Natalie Bible',8.0,0.0,3.2
Robert Lee King,0.0,0.176738,6.3
Martin Weisz,7.0,1.3867562666666666,5.1
James Bobin,33.0,1.148360586013072,6.633333333333333
Ole Christian Madsen,28.0,0.0032246444444444444,7.3
Shane Black,1000.0,1.1636752466666667,7.4
Mona Fastvold,2.0,0.0,4.9
Tate Taylor,150.0,3.9026774066666667,7.5
Sam Levinson,8.0,0.0,6.0
Jeffrey St. Jules,0.0,0.0,5.4
David Winning,65.0,0.0,2.8
Justin Zackham,16.0,0.6224123428571429,5.6
Henry King,85.0,0.0,7.0
Luis Mandoki,43.0,0.796366366507177,5.85
Christophe Barratier,25.0,0.659956,7.9
Lance Mungia,4.0,0.062247,6.7
Ron Howard,2000.0,1.8600604372224177,6.93076923076923
Ian Sharp,9.0,0.0,6.5
Cristian Mungiu,163.0,2.009801694915254,7.9
Asghar Farhadi,0.0,14.196984,8.4
Nancy Meyers,278.0,1.6778681544537815,6.760000000000001
Philip G. Atwell,5.0,0.89867976,6.3
Eric Schaeffer,71.0,0.590936,6.0
Jonathan Kesselman,4.0,0.019539,6.2
Laurent Tirard,2.0,0.01982115625,7.25
Sarah Gavron,34.0,0.0,6.7
Carter Smith,27.0,2.17849075,5.9
Ham Tran,5.0,0.40135113065326633,7.4
Sam Mendes,0.0,1.9918538077083334,7.499999999999999
Ben Lewin,20.0,5.997134,7.2
Liliana Cavani,59.0,0.0,6.7
Greg Tiernan,5.0,0.0,7.5
Steven R. Monroe,68.0,0.0462005,6.3
Bille August,55.0,0.03174277142857143,6.75
Michael Mayer,15.0,0.7791121205128204,6.5
Rachel Perkins,3.0,0.016927538461538463,6.3
Franklin J. Schaffner,76.0,0.019047619047619046,6.733333333333333
Marcus Dunstan,87.0,0.6842058,6.1
Robert Lorenz,39.0,0.0,6.8
Jennifer Finnigan,246.0,0.0,4.5
Becky Smith,32.0,0.0,6.3
Étienne Faure,77.0,0.0,4.3
Chris Paine,2.0,1.677838,7.7
Patrick Creadon,3.0,0.0,7.4
Vincenzo Natali,165.0,0.4985345571654373,6.55
Gabe Ibáñez,19.0,0.0,6.1
Eric Bugbee,0.0,0.0,7.1
Dennie Gordon,29.0,0.9492955746468927,5.4
R. Balki,12.0,0.0013281866666666666,7.2
Denis Villeneuve,777.0,1.2987306757033248,7.966666666666666
Peter Stebbings,89.0,0.010744571428571428,6.8
Scott Marshall,7.0,0.00027805,4.65
Miguel Arteta,44.0,2.049121242380952,6.42
Nathan Smith Jones,7.0,0.0,5.7
Allison Burnett,12.0,0.0,6.0
William Friedkin,607.0,3.795678739480519,7.014285714285714
Jon Lucas,24.0,2.507063182051282,6.433333333333334
Randy Moore,13.0,0.0,5.2
David Pastor,10.0,0.0,6.0
Stephen Hopkins,81.0,0.9733360707792208,6.0
Rakesh Roshan,53.0,0.0,6.3
Jerry Zucker,109.0,3.918431169823233,6.433333333333334
Paul Andrew Williams,46.0,0.0,6.6
Petter Næss,16.0,0.02022167741935484,7.6
Kirk Wong,6.0,2.080935923076923,6.1
Jim Goddard,3.0,0.13621664705882353,3.0
Ted Post,57.0,0.0,6.55
Robert Butler,0.0,0.1614941971830986,4.7
Seth Gordon,91.0,2.900412776785714,6.066666666666666
Chris Kentis,9.0,33.6396895,5.5
Jim Chuchu,0.0,0.0,7.4
Richard Boddington,15.0,0.0,4.7
Peter R. Hunt,13.0,3.257142857142857,6.8
Mars Callahan,60.0,0.14051475,7.0
Harold Cronk,18.0,4.154614,3.4
Michael Walker,5.0,0.0,4.5
Juan Carlos Fresnadillo,35.0,1.9091671333333333,7.0
Duane Journey,2.0,0.0,4.3
Ken Scott,31.0,0.7355263368131868,5.9
Ian Iqbal Rashid,8.0,0.0,3.3
Callie Khouri,144.0,1.7583861355218855,5.9
Randal Kleiser,116.0,10.903964126984127,6.533333333333334
Craig Brewer,153.0,1.7008184833333333,7.2
Don Michael Paul,70.0,0.9975646318681319,3.3
Billy Bob Thornton,0.0,13.886436558742362,6.9
Eric Lavaine,0.0,0.0,6.1
Spike Lee,0.0,4.4875334038909,6.56875
Steve Oedekerk,176.0,2.10428623,6.199999999999999
John Woo,610.0,0.964729406370883,6.516666666666667
Frank Whaley,436.0,0.00046866666666666666,5.4
Todd Field,143.0,10.669240438914027,7.55
Steven Spielberg,14000.0,5.671866652019104,7.480769230769231
Andrew Steggall,0.0,0.0,7.0
Claudia Sainte-Luce,0.0,0.008675384615384616,7.0
Ben Stassen,4.0,0.0,6.1
Nigel Cole,13.0,0.4399573722222222,6.9
Kristin Rizzo,30.0,0.0,8.0
Cecil B. DeMille,309.0,9.0,6.7
Morgan J. Freeman,204.0,0.35882775,6.35
Ian Fitzgibbon,11.0,0.0,6.4
Courtney Hunt,33.0,2.508841,7.2
Isabel Coixet,148.0,0.197796,7.6
Ekachai Uekrongtham,3.0,1.8e-05,5.7
Jon Kasdan,21.0,1.1043445,6.5
Dave Rodriguez,11.0,0.0,6.3
Simon Yin,0.0,0.0,3.9
Patrick Ryan Sims,0.0,0.0,3.6
Mark Sandrich,10.0,4.926108374384237,7.8
John Laing,0.0,0.0,6.3
Perry Andelin Blake,11.0,2.522720625,3.3
Ulu Grosbard,22.0,0.33441265,6.3
Marc Abraham,18.0,0.211702,7.0
Fred Savage,0.0,2.2058778333333335,2.9
A. Raven Cruz,0.0,0.0,1.9
Gary Fleder,39.0,0.7846539860333493,6.616666666666666
Stephen Kay,19.0,0.8985148166666667,5.0
James L. Brooks,274.0,1.2433584419444446,6.5
Dominic Burns,15.0,0.0,3.1
Sam Firstenberg,44.0,11.428571428571429,4.7
Paul Crowder,10.0,0.144431,7.3
Dustin Hoffman,0.0,1.6710715454545455,6.8
David Winters,49.0,0.0,2.8
Chuck Bowman,42.0,0.0,4.6
Maria Maggenti,4.0,7.910176,6.5
Nick Hurran,34.0,0.5834916285714286,5.2
Vincent Ward,25.0,0.6511870235294117,7.0
John Stockwell,134.0,0.7289877495238095,6.75
Shekhar Kapur,159.0,0.6730902138528139,6.966666666666666
Chris Miller,50.0,1.5761881242788462,6.4
Ryan Smith,4.0,0.0,5.4
Brian Robbins,48.0,1.269333906607143,5.533333333333334
Rob Cohen,357.0,2.50873840807329,5.781818181818182
Erik White,17.0,0.0,4.9
Michael Landon Jr.,84.0,0.1284035,6.550000000000001
Lawrence Kasdan,759.0,0.46652172747611864,6.26
José Luis Valenzuela,0.0,0.428535,3.6
Kasi Lemmons,148.0,0.9570789222222222,5.8999999999999995
Martyn Pick,4.0,0.0,5.7
Harald Zwart,91.0,1.1690483608974358,5.5
Sam Martin,0.0,0.0,7.8
Steven Brill,65.0,1.724827071875,5.675000000000001
Paul Schrader,261.0,0.10179383673469389,5.742857142857143
Jez Butterworth,16.0,0.37845353846153845,6.1
Eugenio Derbez,399.0,8.8913018,7.6
Eytan Fox,21.0,0.10398133333333333,7.3
Robin Budd,2.0,2.4211684,5.8
Wayne Thornley,0.0,0.0,5.8
Tim Burton,13000.0,1.9708470451003515,6.93125
Cedric Nicolas-Troyan,19.0,0.4169740869565217,6.1
Boaz Yakin,132.0,2.1860734277777776,7.033333333333334
Adam Jay Epstein,0.0,0.0,3.8
Joel Edgerton,0.0,8.7542582,7.1
Tony Kaye,194.0,0.2983218222222222,8.033333333333333
Edward Zwick,380.0,1.1887772889691168,7.325
Nacho Vigalondo,76.0,0.014656923076923076,7.2
Kevin Costner,0.0,3.7481168261363638,7.166666666666667
Len Wiseman,235.0,1.6031578,7.0
Rohit Jagessar,0.0,0.0,7.4
Lauren Lazin,2.0,0.0,8.0
Tung-Shing Yee,3.0,0.0,7.1
George Tillman Jr.,88.0,2.3482091087928922,6.925000000000001
Richard Eyre,14.0,0.701087696969697,7.25
Eric Mendelsohn,5.0,0.0,5.2
Sara Newens,0.0,0.039053333333333336,7.1
Tomas Alfredson,140.0,1.20520565,7.1
Lenny Abrahamson,412.0,1.1290503076923077,8.3
Chuck Russell,55.0,3.311606228703704,5.8999999999999995
Dylan Bank,0.0,0.0,4.2
Robert D. Webb,0.0,0.0,6.2
Peter Flinth,5.0,0.0,6.6
Max Färberböck,4.0,0.06180713333333333,7.3
Tom Elkins,14.0,0.0,5.3
Christian Volckman,2.0,0.004518571428571428,6.7
Kief Davidson,0.0,0.10024,6.8
James Frawley,21.0,0.0,7.7
Uwe Boll,892.0,0.07884360666666668,3.72
Rob Hedden,6.0,2.8687952,4.5
Herbert Ross,71.0,9.75609756097561,6.5
Frank Marshall,155.0,1.6305539695866935,6.425
Jeff Schaffer,17.0,0.70872892,6.6
Jason Naumann,2.0,0.0,6.9
Bruce Paltrow,28.0,0.3156156666666667,6.0
William Brent Bell,19.0,19.796242162962965,5.1000000000000005
Howard Zieff,6.0,5.303552787878788,6.449999999999999
Kelly Asbury,21.0,0.915191375,7.0
Bill Plympton,45.0,0.812536,7.0
George Roy Hill,131.0,23.034832575757576,8.2
Patrick Meaney,3.0,0.0,7.4
Joe Charbanic,10.0,0.8765975757575758,5.3
Stiles White,10.0,10.164188,4.4
Martin Lawrence,0.0,4.343263625,5.6
Drake Doremus,52.0,13.55284,6.7
